query, wos_id, wos_title, PMID, search_result_rank, solr_score,Select
McHugh RK Votaw VR Bogunovic O Karakula SL Griffin ML Weiss RD. 2017. Anxiety sensitivity and nonmedical benzodiazepine use among adults with opioid use disorder. Addict Behav 65:283-288.,WOS:000390074000045,"Votaw, Victoria R. Bogunovic, Olivera Bogunovic, Olivera Karakula, Sterling L. McHugh, R. Kathryn McHugh, R. Kathryn Griffin, Margaret L. Griffin, Margaret L. Weiss, Roger D. Weiss, Roger D. 2017 Anxiety sensitivity and nonmedical benzodiazepine use among adults with opioid use disorder ADDICTIVE BEHAVIORS",27575980,1,26.813349,X
McHugh RK Votaw VR Bogunovic O Karakula SL Griffin ML Weiss RD. 2017. Anxiety sensitivity and nonmedical benzodiazepine use among adults with opioid use disorder. Addict Behav 65:283-288.,WOS:000390074000034,"McHugh, R. Kathryn Votaw, Victoria R. Wittenauer, Justine Wittenauer, Justine Connery, Hilary S. Connery, Hilary S. Weiss, Roger D. Weiss, Roger D. McHugh, R. Kathryn 2017 Perceived risk of heroin use among nonmedical prescription opioid users ADDICTIVE BEHAVIORS",27544695,2,13.060597,
Scheidegger C Zimmerli W. Incidence and spectrum of severe medical complications among hospitalized HIV seronegative and HIV seropositive narcotic drug users. AIDS 1996;10:1407-14.,WOS:A1996VL99200014,"Zimmerli, W Scheidegger, C 1996 Incidence and spectrum of severe medical complications among hospitalized HIV-seronegative and HIV-seropositive narcotic drug users AIDS",8902071,1,33.61452,X
Scheidegger C Zimmerli W. Incidence and spectrum of severe medical complications among hospitalized HIV seronegative and HIV seropositive narcotic drug users. AIDS 1996;10:1407-14.,WOS:000178794600003,"Strathdee, SA Macalino, GE Latkin, C Vlahov, D Celentano, DD 2002 Risk behaviors by audio computer-assisted self-interviews among HIV-seropositive and HIV-seronegative injection drug users AIDS EDUCATION AND PREVENTION",12413183,2,13.709224,
Ronan MV Herzig SJ. Hospitalizations related to opioid abuse/ dependence and associated serious infections increased sharply 2002-12. Health Aff (Millwood) 2016;35:832-7.,WOS:000375796700012,"Herzig, Shoshana J. Herzig, Shoshana J. Ronan, Matthew V. Ronan, Matthew V. 2016 Hospitalizations Related To Opioid Abuse/Dependence And Associated Serious Infections Increased Sharply, 2002-12 HEALTH AFFAIRS",27140989,1,24.88086,X
Ronan MV Herzig SJ. Hospitalizations related to opioid abuse/ dependence and associated serious infections increased sharply 2002-12. Health Aff (Millwood) 2016;35:832-7.,WOS:000399509300019,"Shi, Yuyan 2017 Medical marijuana policies and hospitalizations related to marijuana and opioid pain reliever DRUG AND ALCOHOL DEPENDENCE",28259087,2,8.838268,
Suryaprasad AG White JZ Xu F Eichler BA Hamilton J Patel A Hamdounia SB Church DR Barton K Fisher C Macomber K Stanley M Guilfoyle SM Sweet K Liu S Iqbal K Tohme R Sharapov U Kupronis BA Ward JW Holmberg SD. Emerging epidemic of hepatitis C virus infections among young nonurban persons who inject drugs in the United States 2006-2012. Clin Infect Dis. 2014 Nov 15;59(10):1411-9.,WOS:000344646700010,"Patel, Ami Kupronis, Benjamin A. Sharapov, Umid Tohme, Rania Iqbal, Kashif Xu, Fujie Sweet, Kristin Guilfoyle, Sheila M. Eichler, Beth-Ann Hamilton, Janet Patel, Ami Stanley, Marisa Macomber, Kathryn Fisher, Charde Barton, Kerri Church, Daniel R. Hamdounia, Shadia Bel Suryaprasad, Anil G. White, Jianglan Z. Ward, John W. Holmberg, Scott D. Liu, Stephen 2014 Emerging Epidemic of Hepatitis C Virus Infections Among Young Nonurban Persons Who Inject Drugs in the United States, 2006-2012 CLINICAL INFECTIOUS DISEASES",25114031,1,40.964993,X
Suryaprasad AG White JZ Xu F Eichler BA Hamilton J Patel A Hamdounia SB Church DR Barton K Fisher C Macomber K Stanley M Guilfoyle SM Sweet K Liu S Iqbal K Tohme R Sharapov U Kupronis BA Ward JW Holmberg SD. Emerging epidemic of hepatitis C virus infections among young nonurban persons who inject drugs in the United States 2006-2012. Clin Infect Dis. 2014 Nov 15;59(10):1411-9.,WOS:000356884200152,"Parry, J. V. Ncube, F. Hope, V. D. Kullen, K. J. 2015 Factors associated with undiagnosed hepatitis C infection among people who inject drugs and missed opportunities for testing in the United Kingdom JOURNAL OF VIRAL HEPATITIS",NA,2,13.845495,
Fleischauer AT Ruhl L Rhea S Barnes E. 2017. Hospitalizations for endocarditis and associated health care costs among persons with diagnosed drug dependence - North Carolina 2010-2015. Morb Mortal Wkly Rep 66(22):569-573.,WOS:000402875400001,"Fleischauer, Aaron T. Rhea, Sarah Ruhl, Laura Barnes, Erin Rhea, Sarah Fleischauer, Aaron T. 2017 Hospitalizations for Endocarditis and Associated Health Care Costs Among Persons with Diagnosed Drug Dependence - North Carolina, 2010-2015 MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",28594786,1,27.529373,X
Fleischauer AT Ruhl L Rhea S Barnes E. 2017. Hospitalizations for endocarditis and associated health care costs among persons with diagnosed drug dependence - North Carolina 2010-2015. Morb Mortal Wkly Rep 66(22):569-573.,WOS:000358276400004,"Bazemore, A. Peterson, L. E. Petterson, S. Phillips, R. L. 2015 More comprehensive care among family physicians is associated with lower costs and fewer hospitalizations (vol 13, pg 206, 2015) ANNALS OF FAMILY MEDICINE",NA,2,10.193131,
Broz D Wejnert C Pham HT DiNenno E Heffelfinger JD Cribbin M Krishna N Teshale EH Paz -Bailey G; National HIV Behavioral Surveillance System Study Group. HIV infection and risk prevention and testing behaviors among injecting drug users -- National HIV Behavioral Surveillance System 20 U.S. cities 2009.,WOS:000340173600001,"Teshale, Eyasu H. Broz, Dita Wejnert, Cyprian Pham, Huong T. DiNenno, Elizabeth Heffelfinger, James D. Cribbin, Melissa Krishna, Nevin Paz-Bailey, Gabriela 2014 HIV Infection and Risk, Prevention, and Testing Behaviors Among Injecting Drug Users - National HIV Behavioral Surveillance System, 20 US Cities, 2009 MMWR SURVEILLANCE SUMMARIES",24990587,1,45.120255,X
Broz D Wejnert C Pham HT DiNenno E Heffelfinger JD Cribbin M Krishna N Teshale EH Paz -Bailey G; National HIV Behavioral Surveillance System Study Group. HIV infection and risk prevention and testing behaviors among injecting drug users -- National HIV Behavioral Surveillance System 20 U.S. cities 2009.,WOS:000347631300001,"Paz-Bailey, Gabriela Oster, Alexandra M. Hageman, Kathy Le, Binh C. Wejnert, Cyprian Sionean, Catlainn Hess, Kristen L. 2014 HIV Risk, Prevention, and Testing Behaviors Among Heterosexuals at Increased Risk for HIV Infection - National HIV Behavioral Surveillance System, 21 US Cities, 2010 MMWR SURVEILLANCE SUMMARIES",NA,2,29.15081,
MMWR Surveill Summ. 2014 Jul 4;63(6):1-51. ,WOS:000254991800135,"Lauterbach, Ann 2008 'Summ' NEUE RUNDSCHAU",NA,1,5.5536594,
MMWR Surveill Summ. 2014 Jul 4;63(6):1-51. ,WOS:000335709900001,"Petrenko, Alena 2014 Experimental Stress Analysis 51 EXPERIMENTAL STRESS ANALYSIS 51",NA,2,5.434106,
Bach AG Jordan B Wegener NA Rusner C Kornhuber M Abbas J Surov A. 2012. Heroin spongiform,WOS:000311500500008,"Surov, A. Abbas, J. Wegener, N. A. Bach, A. G. Jordan, B. Rusner, C. Kornhuber, M. 2012 Heroin Spongiform Leukoencephalopathy (HSLE) CLINICAL NEURORADIOLOGY",23052964,1,24.737274,X
Bach AG Jordan B Wegener NA Rusner C Kornhuber M Abbas J Surov A. 2012. Heroin spongiform,WOS:000234146000028,"Surov, A Kornhuber, ME 2005 A spinal foreign body LANCET",16360790,2,8.712157,
leukoencephalopathy (HSLE). Clin Neuroradiol 22(4):345-9. ,WOS:000311500500008,"Surov, A. Abbas, J. Wegener, N. A. Bach, A. G. Jordan, B. Rusner, C. Kornhuber, M. 2012 Heroin Spongiform Leukoencephalopathy (HSLE) CLINICAL NEURORADIOLOGY",23052964,1,5.978101,
leukoencephalopathy (HSLE). Clin Neuroradiol 22(4):345-9. ,WOS:000253869700004,"Urbach, Horst 2008 MRI of long-term epilepsy-associated tumors (Reprinted from Clin Neuroradiol, vol 16, pg 209-216, 2006) SEMINARS IN ULTRASOUND CT AND MRI",18383906,2,5.8877754,
Borne J Riascos R Cuellar H Vargas D Rojas R. 2005. Neuroimaging in drug and substance abuse part II:,WOS:000228717800508,"Borne, J Tighe, D Rojas, R Descartes, FS Kirsch, D 2005 Brain imaging in substance abuse AMERICAN JOURNAL OF ROENTGENOLOGY",NA,1,12.456264,
Borne J Riascos R Cuellar H Vargas D Rojas R. 2005. Neuroimaging in drug and substance abuse part II:,WOS:000228143000012,"Sinha, R Dodge, R Sindelar, J 2005 The role of depression symptoms in predicting drug abstinence in outpatient substance abuse treatment JOURNAL OF SUBSTANCE ABUSE TREATMENT",15780549,2,9.626573,
opioids and solvents. Top Magn Reson Imaging 16(3):239-45. ,WOS:000306475000031,"Jones, R. A. Isaacson, D. L. Yanosky, D. J. Spandorfer, P. Dennehy, N. Baxter, A. L. 2012 Effect of MRI strength and propofol sedation on pediatric core temperature change. J Magn Reson Imaging (vol 33, pg 950, 2011) JOURNAL OF MAGNETIC RESONANCE IMAGING",NA,1,6.3367844,
opioids and solvents. Top Magn Reson Imaging 16(3):239-45. ,WOS:000172432900030,"Lemmerling, P Van Huffel, S Vanhamme, L 2001 Comments on Confidence images for MR spectroscopic imaging by Karl Young, Dennis Khetselius, Brian J. Soher, and Andrew A. Maudsley (Magn Reson Med 2000; 44 : 537-545) MAGNETIC RESONANCE IN MEDICINE",11746596,2,6.181857,
Fareed A Kim J Ketchen B Kwak WJ Wang D Shongo-Hiango H Drexler K. 2017. Effect of heroin use on changes of brain functions as measured by functional magnetic resonance imaging a systematic review. J Addict Dis 36(2):105-116. ,WOS:000399659500003,"Shongo-Hiango, Hilaire Shongo-Hiango, Hilaire Wang, Danzhao Fareed, Ayman Fareed, Ayman Kwak, Woo Jin Kim, Jungjin Ketchen, Bethany Drexler, Karen Drexler, Karen Wang, Danzhao Ketchen, Bethany 2017 Effect of heroin use on changes of brain functions as measured by functional magnetic resonance imaging, a systematic review JOURNAL OF ADDICTIVE DISEASES",28095255,1,31.763077,X
Fareed A Kim J Ketchen B Kwak WJ Wang D Shongo-Hiango H Drexler K. 2017. Effect of heroin use on changes of brain functions as measured by functional magnetic resonance imaging a systematic review. J Addict Dis 36(2):105-116. ,WOS:000400574200061,"Kim, Jungjin Fareed, Ayman Jin, Woo Kwak Wang, Danzhao Shongo-Hiango, Hilaire Fareed, Ayman 2017 Effect of Heroin Use on Changes of Brain Structures and Functions as Measured by fMRI, a Systematic Review AMERICAN JOURNAL ON ADDICTIONS",NA,2,24.858646,
Lefaucheur R Lebas A Grardin E Grangeon L Ozkul-Wermester O Aubier-Girard C Martinaud O Maltte D. 2017. Leucoencephalopathy following abuse of sniffed heroin. J Clin Neurosci 35:70-72. ,WOS:000392356700014,"Maltete, David Lefaucheur, Romain Lefaucheur, Romain Grangeon, Lou Ozkul-Wermester, Ozlem Martinaud, Olivier Maltete, David Maltete, David Gerardin, Emmanuel Lebas, Axel Lebas, Axel Grangeon, Lou Ozkul-Wermester, Ozlem Aubier-Girard, Carole Gerardin, Emmanuel Martinaud, Olivier Aubier-Girard, Carole 2017 Leucoencephalopathy following abuse of sniffed heroin JOURNAL OF CLINICAL NEUROSCIENCE",27742371,1,29.662766,X
Lefaucheur R Lebas A Grardin E Grangeon L Ozkul-Wermester O Aubier-Girard C Martinaud O Maltte D. 2017. Leucoencephalopathy following abuse of sniffed heroin. J Clin Neurosci 35:70-72. ,WOS:000404949600008,"Lefaucheur, R. Ozkul-Wermester, O. Curey, S. Gerardin, E. Derrey, S. Grangeon, L. Maltete, D. Magne, N. Gilard, V. Triquenot, A. 2017 Management and outcome of cerebral venous thrombosis after head trauma: A case series REVUE NEUROLOGIQUE",28495232,2,14.506781,
Corr TE Hollenbeak CS. 2017. The economic burden of neonatal abstinence syndrome in the United States. Addiction 112(9):1590-1599.,WOS:000406975400012,"Hollenbeak, Christopher S. Corr, Tammy E. Hollenbeak, Christopher S. 2017 The economic burden of neonatal abstinence syndrome in the United States ADDICTION",28612362,1,21.920116,X
Corr TE Hollenbeak CS. 2017. The economic burden of neonatal abstinence syndrome in the United States. Addiction 112(9):1590-1599.,WOS:000395471400031,"Mactier, Helen Mactier, Helen 2017 Commentary on Gibson et al. (2017): Gestational age and the severity of neonatal abstinence syndrome ADDICTION",28261981,2,9.729057,
Corr TE Hollenbeak CS. The economic burden of neonatal abstinence syndrome in the United States. Addiction. 2017 Sep;112(9):1590-1599.,WOS:000406975400012,"Hollenbeak, Christopher S. Corr, Tammy E. Hollenbeak, Christopher S. 2017 The economic burden of neonatal abstinence syndrome in the United States ADDICTION",28612362,1,21.920116,X
Corr TE Hollenbeak CS. The economic burden of neonatal abstinence syndrome in the United States. Addiction. 2017 Sep;112(9):1590-1599.,WOS:000395471400031,"Mactier, Helen Mactier, Helen 2017 Commentary on Gibson et al. (2017): Gestational age and the severity of neonatal abstinence syndrome ADDICTION",28261981,2,9.729057,
Callaghan T Crimmins J Schweitzer RD. Children of substance-using mothers: child health engagement and child protection outcomes. J Paediatr Child Health. 2011;47(4):223-227.,WOS:000289685900011,"Callaghan, Tamara Callaghan, Tamara Schweitzer, Robert D. Crimmins, Jennifer Crimmins, Jennifer 2011 Children of substance-using mothers: child health engagement and child protection outcomes JOURNAL OF PAEDIATRICS AND CHILD HEALTH",21199058,1,26.45331,X
Callaghan T Crimmins J Schweitzer RD. Children of substance-using mothers: child health engagement and child protection outcomes. J Paediatr Child Health. 2011;47(4):223-227.,WOS:000253629400001,"Smith, Anne 2008 Child protection and child health: A shared future JOURNAL OF PAEDIATRICS AND CHILD HEALTH",18307416,2,14.526669,
Child Welfare Information Gateway. 2016. Parental Drug Use as Child Abuse. U.S. Department of Health an d Human Services Children's Bureau. Washington DC. Accessed at https://www.childwelfare.gov/pubPDFs/drugexposed.pdf on October 25 2017.,WOS:A1990CH68500008,"PARDECK, JT 1990 CHILDRENS-LITERATURE AND CHILD-ABUSE CHILD WELFARE",2403904,1,13.924896,
Child Welfare Information Gateway. 2016. Parental Drug Use as Child Abuse. U.S. Department of Health an d Human Services Children's Bureau. Washington DC. Accessed at https://www.childwelfare.gov/pubPDFs/drugexposed.pdf on October 25 2017.,WOS:A1961CDC1100007,"FINCK, GH 1961 ON THE CHILDRENS BUREAU PROPOSALS CHILD WELFARE",NA,2,13.578476,
Solis JM Shadur JM Burns AR Hussong AM. Understanding the diverse needs of children whose parents abuse substances. Curr Drug Abuse Rev. 2012Jun;5(2):135-47.,WOS:A1996VD98400011,"Wood, JM Bradley, AR 1996 How do children tell? The disclosure process in child sexual abuse CHILD ABUSE & NEGLECT",8886473,1,11.07378,
Solis JM Shadur JM Burns AR Hussong AM. Understanding the diverse needs of children whose parents abuse substances. Curr Drug Abuse Rev. 2012Jun;5(2):135-47.,WOS:A1988P225500003,"KRAMER, JM 1988 DRUG-ABUSE IN THE SOVIET-UNION PROBLEMS OF COMMUNISM",NA,2,10.537877,
Curtis S. Florence Chao Zhou Feijun Luo Likang Xu. 2016. The economic burden of prescription opioid overdose abuse and dependence in the United States 2013. Medical Care 54 (10): 901,WOS:000383999900003,"Zhou, Chao Xu, Likang Luo, Feijun Florence, Curtis S. 2016 The Economic Burden of Prescription Opioid Overdose, Abuse, and Dependence in the United States, 2013 MEDICAL CARE",27623005,1,33.55332,X
Curtis S. Florence Chao Zhou Feijun Luo Likang Xu. 2016. The economic burden of prescription opioid overdose abuse and dependence in the United States 2013. Medical Care 54 (10): 901,WOS:000375615900007,"Jones, Christopher M. Paulozzi, Leonard J. Xu, Likang Florence, Curtis S. Zhou, Chao 2016 Changes in the medical management of patients on opioid analgesics following a diagnosis of substance abuse PHARMACOEPIDEMIOLOGY AND DRUG SAFETY",26861165,2,15.320051,
CDC National Center for Health Statistics. 2017. Provisional Counts of Drug Overdose Deaths as of 8/6/2017. Accessed at https://www.cdc.gov/nchs/data/health_policy/monthly-drug-overdose-death-estimates.pdf on September 5 2017.,WOS:000399018100022,"Cohen, Steve 2017 Penguin overdose PHYSICS WORLD",NA,1,12.911556,
CDC National Center for Health Statistics. 2017. Provisional Counts of Drug Overdose Deaths as of 8/6/2017. Accessed at https://www.cdc.gov/nchs/data/health_policy/monthly-drug-overdose-death-estimates.pdf on September 5 2017.,WOS:000395251700010,"Tyndall, Mark 2017 Perspectives on the drug overdose crisis in BC BRITISH COLUMBIA MEDICAL JOURNAL",NA,2,12.686873,
Brady JE Giglio R Keyes KM DiMaggio C Li G. 2017. Risk markers for fatal and non-fatal prescription drug overdose: a meta-analysis. Inj Epidemiol 4(1):24.,WOS:000363602300015,"Li, Guohua Li, Guohua Li, Guohua Li, Guohua Keyes, Katherine M. Keyes, Katherine M. DiMaggio, Charles J. Brady, Joanne E. Brady, Joanne E. Brady, Joanne E. Keyes, Katherine M. 2015 Emergency department utilization and subsequent prescription drug overdose death Response ANNALS OF EPIDEMIOLOGY",26350001,1,12.795028,
Brady JE Giglio R Keyes KM DiMaggio C Li G. 2017. Risk markers for fatal and non-fatal prescription drug overdose: a meta-analysis. Inj Epidemiol 4(1):24.,WOS:000356564900010,"Li, Guohua Li, Guohua Richardson, Lynne D. Doyle, John J. Li, Guohua Keyes, Katherine M. Brady, Joanne E. Brady, Joanne E. Brady, Joanne E. DiMaggio, Charles J. Keyes, Katherine M. 2015 Emergency department utilization and subsequent prescription drug overdose death ANNALS OF EPIDEMIOLOGY",25935710,2,12.080832,
