pmid_int,wos_id,grant_number,grant_organization,country,Agencies,,
18794153,WOS:000259422400047,W81XWH-05-1-0617,Department of Defense Technologies for Metabolic Monitoring,USA,19,,
21680546,WOS:000291644700008,PC071610,Department of Defense/Prostate Cancer Foundation-Prostate Cancer Clinical Trials Consortium,USA,19,,
21840483,WOS:000294099700007,W81XWH-09-1-0557,Department of the Army,USA,19,,
20483735,WOS:000278516700072,OC080273,"Department of the Army, Department of Defense",USA,19,,
19143030,WOS:000265523600001,PC073417,DOD,USA,19,,
21871886,WOS:000295909200012,W81XWH-07-01-0089,DOD,USA,19,,
20511060,WOS:000279584200014,PC040238,DOD,USA,19,,
19117998,WOS:000262273100021,PC040161,DOD,USA,19,,
21871886,WOS:000295909200012,W81XWH-08-1-0459,DOD,USA,19,,
19738076,WOS:000269954000039,W81XWH-04-1-0142-01-VITAL,DOD,USA,19,,
19143030,WOS:000265523600001,DAMD 17-02-1-0244,DOD,USA,19,,
19117998,WOS:000262273100021,PC060508,DOD,USA,19,,
20570039,WOS:000282715000004,W81XWH-07-01-0089,DOD,USA,19,,
18794882,WOS:000259280700009,PC050068,DOD,USA,19,,
19483720,WOS:000268452900005,W81XWH-06-1-034,DOD,USA,19,,
19244107,WOS:000264541300022,WHXWH-06-1-0199,DOD,USA,19,,
19931152,WOS:000272169400014,W81XWH-05-1-330,DOD,USA,19,,
20164683,WOS:000276578600001,PC040238,DOD,USA,19,,
19244107,WOS:000264541300022,W81XWH-08-1-0126,DOD,USA,19,,
18562239,WOS:000260125400008,5245002,DOD,USA,19,,
19571679,WOS:000268535700014,W81XWH-06-1-0305,DOD BCRP,USA,19,,
19647220,WOS:000268762400006,W81XWH-06-1-0416,DOD BCRP Era of Hope Scholar Award,USA,19,,
18952840,WOS:000260913800051,BC044350,DoD Breast Cancer Research Program,USA,19,,
20637838,WOS:000283908100009,W81XWH-04-1-0595,DOD Center of Excellence,USA,19,,
19244107,WOS:000264541300022,W81XWH-04-1-0015,DOD Postdoctoral Fellowship,USA,19,,
19244107,WOS:000264541300022,W81XWH-08-1-0068,DOD Predoctoral Fellowship,USA,19,,
18663728,WOS:000259654500009,17-03-1-0201,DOD/US Army,USA,19,,
20231381,WOS:000275862800004,W81XWH-08-1-0727,Innovator Award from the Department of Defense,USA,19,,
19156837,WOS:000263572700007,PCO40715,The Department of Defense,USA,19,,
18713978,WOS:000259511800016,W81XWH-0510296,U.S. Army Medical Research Acquisition Activity,USA,19,,
19666588,WOS:000269078700037,W81XWH-04-1-0468,U.S. Army Medical Research and Material Command,USA,19,,
19666588,WOS:000269078700037,DAMD17-01-0132,U.S. Army Medical Research and Material Command,USA,19,,
20338029,WOS:000276496700001,W81XWH-05-1-0567,"U.S. Army Medical Research and Material Command, Department of Defense",USA,19,,
20487543,WOS:000278366500002,W81XWH-05-1-0567,"U.S. Army Medical Research and Material Command, Department of Defense",USA,19,,
20534728,WOS:000280171100006,PC080193,U.S. Army Medical Research and Materiel Command,USA,19,,
20541699,WOS:000278952300006,W81XWH-05-0058,U.S. Army Medical Research and Materiel Command Prostate Cancer Research Program,USA,19,,
20541699,WOS:000278952300006,W81XWH-07-1-0260,U.S. Army Medical Research and Materiel Command Prostate Cancer Research Program,USA,19,,
21084275,WOS:000285826800020,410920,"U.S. Army Medical Research and Materiel Command, Department of Defense",USA,19,,
19743960,WOS:000275030400003,W81XWH-07-0029,U.S. Department of Defense,USA,19,,
19264983,WOS:000264559800038,W81XWH-08-1-0036,U.S. department of Defense,USA,19,,
20478527,WOS:000277863300007,PC080665,U.S. Department of Defense,USA,19,,
21368222,WOS:000292972100003,PC094725,U.S. Department of Defense,USA,19,,
19351835,WOS:000265314900045,DOD S81XWH-04-1-0576,U.S. Department of Defense,USA,19,,
20478527,WOS:000277863300007,PC051081,U.S. Department of Defense,USA,19,,
21807741,WOS:000296716000007,DOD W81XWH-07-1-0550-Mason,U.S. Department of Defense,USA,19,,
20558731,WOS:000281404100012,W81XWH-06-1-0498,United States Department of Defense IDEA,USA,19,,
20153396,WOS:000277089300010,W81XWH-06-1-0184,US Army,USA,19,,
19755699,WOS:000269797600030,DAMD17-01-10755,"US Army Medical Research Acquisition Activity, Fort Detrick, MD",USA,19,,
20140431,WOS:000276203300013,DAMD 17-03-1-0050,US Army Medical Research and Materiel Command,USA,19,,
20140431,WOS:000276203300013,W81XWH-07-1-0038,US Army Medical Research and Materiel Command,USA,19,,
21317224,WOS:000289057600035,DAMD17-02-2-0051,US Army Medical Research and Materiel Command,USA,19,,
20590165,WOS:000280583700043,DAMD17-02-2-0051,US Army Medical Research and Materiel Command,USA,19,,
20551832,WOS:000279280600009,W81XWH-05-1-0404,US Army Medical Research and Materiel Command Prostate Cancer Research Program,USA,19,,
19636017,WOS:000269381100005,W81XWH-05-1-0404,US Army Medical Research and Materiel Command Prostate Cancer Research Program,USA,19,,
19845582,WOS:000272127600011,W81XWH-06-1-0317,US Department of Defense,USA,19,,
18997781,WOS:000261212700014,BC061403,US Department of Defense,USA,19,,
21057494,WOS:000285048900035,W81XWH-09-1-0630,US Department of Defense,USA,19,,
NA,WOS:000272363700005,W81XWH-05-1-0265,US Department of Defense,USA,19,,
21057494,WOS:000285048900035,PC061456,US Department of Defense,USA,19,,
19412181,WOS:000266384100011,W81XWH-07-0246,US Department of Defense,USA,19,,
21057494,WOS:000285048900035,W81XWH-06-1-0324,US Department of Defense,USA,19,,
20624047,WOS:000280256900013,W81XWH-08-1-0341,US Department of Defense,USA,19,,
19792975,WOS:000270890100023,W81XWH-06-2-0033,US Department of Defense Breast Cancer Research Program,USA,19,,
18649117,WOS:000259720200010,W81 XWH-062-0033,US Department of Defense Breast Cancer Research Program,USA,19,,
19741228,WOS:000269659400010,111 JC 101,Biogen,USA,18,,
20981102,WOS:000283548600049,37874,Bill and Melinda Gates Foundation,USA,17,,
19657110,WOS:000269659400008,00335-0505-01,Barnes-Jewish Hospital Foundation,USA,16,,
21317224,WOS:000289057600035,09BN-14,Bankhead-Coley Research Program,USA,15,,
21317224,WOS:000289057600035,06BS-02-9614,Bankhead-Coley Research Program,USA,15,,
20531415,WOS:000278591400007,09BN-14,Bankhead-Coley Research Program of the State of Florida,USA,15,,
18715233,WOS:000259352300010,"ICI 182,780",Astra Zeneca,USA,14,,
20710044,WOS:000280887000026,ATS-06-065,American Thoracic Society/COPD Foundation,USA,13,,
20512075,WOS:000279165200020,CDA-15431,American Society of Clinical Oncology Cancer Foundation,USA,12,,
19701189,WOS:000270006900010,RG-49629-N,American Lung Association,USA,11,,
19701189,WOS:000270006900010,AI067716,American Lung Association,USA,11,,
18832712,WOS:000260025300047,CI-8609-N,American Lung Association,USA,11,,
20601598,WOS:000280177400011,09GRNT2010084,American Heart Association,USA,10,,
19225155,WOS:000265161400007,0610074Z,American Heart Association,USA,10,,
18779537,WOS:000259892800007,0435483N,American Heart Association,USA,10,,
19225155,WOS:000265161400007,0750196Z,American Heart Association,USA,10,,
19915158,WOS:000273717000001,0855953G,American Heart Association (AHA),USA,10,,
19915158,WOS:000273717000001,SDG 0835134,American Heart Association (AHA),USA,10,,
19783989,WOS:000270955900011,7-09-JF-21,American Diabetes Association,USA,9,,
18713980,WOS:000259511800018,RSG-05-145-01-LIB,American Cancer Society,USA,8,,
19647220,WOS:000268762400006,PF-07-264-01,American Cancer Society,USA,8,,
18829470,WOS:000260142500002,RSG-06-102-01-CCE,American Cancer Society,USA,8,,
19244113,WOS:000264541300013,PF-08-032-01-CSM,American Cancer Society,USA,8,,
20028860,WOS:000278404300018,RSG-08-092-01-CCG,American Cancer Society,USA,8,,
19850869,WOS:000271907400051,RSG-06-102-1,American Cancer Society,USA,8,,
21098728,WOS:000284525700001,RSG-06-102-01-CCE,American Cancer Society,USA,8,,
21871886,WOS:000295909200012,RSGM-10-189-01-TBE,American Cancer Society,USA,8,,
18974147,WOS:000260698900045,RSG-08-092-01-CCG,American Cancer Society,USA,8,,
20460501,WOS:000282369700016,IRG-67-003-44,American Cancer Society,USA,8,,
20647317,WOS:000280887000029,RSG-08-03-01-CSM,American Cancer Society,USA,8,,
19549894,WOS:000267691800015,93-033,American Cancer Society,USA,8,,
20571066,WOS:000279639500009,RSG-07-218-01-TBE,American Cancer Society,USA,8,,
19014406,WOS:000263922900004,RSG-05-145-01-LIB,American Cancer Society,USA,8,,
20507845,WOS:000278507300020,RSGPB-04-083-01-CCE,American Cancer Society,USA,8,,
22080950,WOS:000298031900042,RSG-08-200-01,American Cancer Society,USA,8,,
19244113,WOS:000264541300013,RSG-08-033-01-CSM,American Cancer Society,USA,8,,
19050304,WOS:000265910300029,PF-07-112-01-CDD01,American Cancer Society,USA,8,,
20129249,WOS:000274471300011,RSG-06-102-01-CCE,American Cancer Society,USA,8,,
18567002,WOS:000258480100019,IRG-02-197-06,American Cancer Society,USA,8,,
20118985,WOS:000276951500004,RSG0610201,American Cancer Society,USA,8,,
21057494,WOS:000285048900035,RSG-07-092-01-TBE,American Cancer Society,USA,8,,
20531415,WOS:000278591400007,93-032-13,American Cancer Society,USA,8,,
18768667,WOS:000259422400052,IRG-82-003-22,American Cancer Society,USA,8,,
18829484,WOS:000260142500017,RSG-04-196-01-MGO,American Cancer Society,USA,8,,
19752757,WOS:000271394000005,ACS-IRG-02-196,American Cancer Society,USA,8,,
NA,WOS:000272363700005,RP0408401,American Cancer Society,USA,8,,
20385106,WOS:000280024800005,RSG-08-092-01-CCG,American Cancer Society,USA,8,,
19147765,WOS:000262689300022,RSG-05-145-01-LIB,American Cancer Society,USA,8,,
18794153,WOS:000259422400047,RSG-04-053-01-GMC,American Cancer Society,USA,8,,
21635872,WOS:000292371400002,93-032-13,American Cancer Society,USA,8,,
18785201,WOS:000261112900032,RSG-00-061-04-CCE,American Cancer Society,USA,8,,
21532575,WOS:000290707100015,114937-IRG-96-153-07-IRG,American Cancer Society,USA,8,,
21278795,WOS:000291008000009,RSG-CSM-116801,American Cancer Society,USA,8,,
20505368,WOS:000280154100007,RSG-06-1006-01-CCE,American Cancer Society,USA,8,,
20490631,WOS:000278835900002,RSG-07-183-01-DDC,American Cancer Society,USA,8,,
21317224,WOS:000289057600035,93-032-13,American Cancer Society,USA,8,,
20483735,WOS:000278516700072,RSG-06-141-01,American Cancer Society,USA,8,,
19396601,WOS:000269916800005,MRSG-04-270-01,American Cancer Society,USA,8,,
20405169,WOS:000277411300008,PF-07-264-01,American Cancer Society,USA,8,,
19262571,WOS:000264500800011,RSG-05-154-01-MGO,American Cancer Society,USA,8,,
21802840,WOS:000294884500004,RSG-07-276-01-MGO,American Cancer Society,USA,8,,
19752085,WOS:000270487600005,CA 57436,American Cancer Society,USA,8,,
19251594,WOS:000264559800045,PF-06-282-01-MGO,American Cancer Society fellowship,USA,8,,
19351826,WOS:000265314900001,93-032-13,American Cancer Society Institutional Research,USA,8,,
19155468,WOS:000262842100005,97-153-04,American Cancer Society Institutional Research,USA,8,,
19805545,WOS:000272028500003,2204256,American Cancer Society IRG,USA,8,,
20570039,WOS:000282715000004,2204256,American Cancer Society IRG,USA,8,,
19147536,WOS:000262869900005,PF-07-215-01-TBE,American Cancer Society Postdoctoral Fellowship grant,USA,8,,
19706802,WOS:000269565800012,RSG-05-145-01-LIB,American Cancer Society Research Scholar,USA,8,,
19019820,WOS:000262330100061,RSG-06-040,American Cancer Society Research Scholar,USA,8,,
17726540,WOS:000207455400027,PF-05-078-01-MGO,American Cancer Society-Davidson Sinai Research Foundation,USA,8,,
19325891,WOS:000266216000036,IRG 57-001-47,American Cancer Society/University of Colorado Pilot,USA,8,,
18713982,WOS:000259511800020,R01 CA 118944,American Association for Cancer Research,USA,7,,
18713982,WOS:000259511800020,P50 CA 102701,American Association for Cancer Research,USA,7,,
18845324,WOS:000262793900035,AI070345-01,Asthma and Allergic Diseases Cooperative Research Centers,USA,7,,
18845324,WOS:000262793900035,AI052468,Asthma and Allergic Diseases Cooperative Research Centers,USA,7,,
18845324,WOS:000262793900035,R01AI42221,Asthma and Allergic Diseases Cooperative Research Centers,USA,7,,
19075398,WOS:000262139900009,N01-AI-40030,Atopic Dermatitis Vaccinia Network NIH/NIAID,USA,7,,
19075398,WOS:000262139900009,HHSN26620040029C,Atopic Dermatitis Vaccinia Network NIH/NIAID,USA,7,,
19414749,WOS:000265899800014,A156390,Autoimmunity Center of Excellence,USA,7,,
20610625,WOS:000279955300001,CA036727,Avon-National Cancer Institute,USA,7,,
19281939,WOS:000263810000005,K23 AG030977,Beeson Career Development Award,USA,7,,
21289624,WOS:000287144200046,U01-CA84313,Belfer Institute for Applied Cancer Science (NCI),USA,7,,
19106609,WOS:000262137700007,P50 CA98131,Breast Cancer Specialized Program of Research Excellence (SPORE,USA,7,,
20008848,WOS:000272853500007,P50 CA98131,Breast Cancer Specialized Program of Research Excellence (SPORE),USA,7,,
20027191,WOS:000274082600011,NCI P50 CA116199,Breast Cancer SPORE,USA,7,,
19861462,WOS:000271300200004,CA1 16199,Breast Cancer SPORE,USA,7,,
19789309,WOS:000270498700040,U54 CA119347,California Institute for Regenerative Medicine,USA,7,,
19789309,WOS:000270498700040,P50 CA086306,California Institute for Regenerative Medicine,USA,7,,
19282852,WOS:000264501100015,"CA P30-13,330",Cancer Center,USA,7,,
21303972,WOS:000287352600030,CA16156,Cancer Center,USA,7,,
21807635,WOS:000294952400009,P30 CA015704,Cancer Center,USA,7,,
20610625,WOS:000279955300001,1U54CA143837,Cancer Center,USA,7,,
20391435,WOS:000279077200025,CA-21765,Cancer Center,USA,7,,
20610625,WOS:000279955300001,CA16672,Cancer Center,USA,7,,
20501833,WOS:000278749600020,P30 CA046592,Cancer Center,USA,7,,
18923525,WOS:000260038300052,CA21765,Cancer Center Core,USA,7,,
19651601,WOS:000268667600069,21765,Cancer Center Core,USA,7,,
19664943,WOS:000269338600016,CA10815,Cancer Center Core Grant,USA,7,,
19342374,WOS:000264657800037,CA114277,Cancer Center Support,USA,7,,
19141644,WOS:000263048700016,CA16672,Cancer Center Support Core,USA,7,,
19259948,WOS:000265710100008,P30 CA46592,Cancer Center Support Grant,USA,7,,
19426233,WOS:000265409800023,P3OCAO13330,Cancer Center Support Grant,USA,7,,
20713713,WOS:000281468500030,CA016672,Cancer Center Support Grant,USA,7,,
20504320,WOS:000279278700002,CA-72720,"Cancer Center, National Cancer Institute",USA,7,,
18809714,WOS:000259656700007,P30-CA76292,Cancer Institute Cancer Center,USA,7,,
20660846,WOS:000280347400011,NCI CA-72720-10,Cancer Institute of New Jersey,USA,7,,
21406553,WOS:000288366800002,NIH RC2CA148268,Cancer Target Discovery and Development) network investigators,USA,7,,
19773375,WOS:000270498700041,U01CA062502,Cancer Therapy Evaluation Program,USA,7,,
18790768,WOS:000259387300029,CA93372,Career Development Award from the National Cancer Institute-Specialized Programs of Research Excellence,USA,7,,
19188450,WOS:000264080900005,DK020572,Cell and Molecular Biology Core of the Michigan Diabetes Research and Training Center,USA,7,,
20193017,WOS:000274813200010,A1067854-03,Center for HIV/AIDS Vaccine Immunology,USA,7,,
18776940,WOS:000259828600024,AI067854,Center for HIV/AIDS Vaccine Initiative,USA,7,,
21525398,WOS:000292977300003,NIH 5U24HL074355,Center for Human Cell Therapy Boston,USA,7,,
19172691,WOS:000258716600013,DK 43351,Center for the Study of IBD,USA,7,,
19131946,WOS:000267270300013,1U58DP00807-01,Centers for Disease Control and Prevention's National Program of Cancer Registries,USA,7,,
19135695,WOS:000264252200016,P20RRO18727,Centers of Biomedical Research Excellence,USA,7,,
20631314,WOS:000280661900007,P30 AI 082151,Chicago Developmental Center for AIDS Research,USA,7,,
20056794,WOS:000275981900010,NIH U10 CA98543,Children's Oncology Group Chair,USA,7,,
20483759,WOS:000278516700073,CMU96-217,China Medical University,USA,7,,
19895991,WOS:000272108000023,UL1RR024143,Clinical and Translational Science,USA,7,,
19830731,WOS:000272928300008,P20RR017670,COBRE,USA,7,,
19047298,WOS:000262038500015,CA 98543,COG,USA,7,,
18728664,WOS:000258720100010,CA16672,Core Grant,USA,7,,
19214220,WOS:000263928000023,N01-AI30018,DAIDS,USA,7,,
18714397,WOS:000258401600007,P50CA105009,Dana Farber/Harvard Ovarian Specialized Programs of Research Excellence,USA,7,,
19304016,WOS:000264398200031,CA109465,Dana Foundation,USA,7,,
19304016,WOS:000264398200031,CA106802,Dana Foundation,USA,7,,
19029981,WOS:000261393600019,P50 CA127003,Dana-Farber-Harvard Cancer Center Gastrointestinal Cancer SPORE,USA,7,,
19029981,WOS:000261393600019,U24-CA092782,Dana-Farber-Harvard Cancer Center Gastrointestinal Cancer SPORE,USA,7,,
19029981,WOS:000261393600019,P50 CA090578,Dana-Farber-Harvard Cancer Center Lung Cancer Specialized Program of Research Excellence (SPORE),USA,7,,
21098728,WOS:000284525700001,P50 CA127003,Dana-Farber/Harvard Cancer Center,USA,7,,
19671850,WOS:000269024900025,2P50 CA090578-06,Dana-Farber/Harvard Cancer Center Specialized Programs of Research Excellence in Lung Cancer,USA,7,,
19671850,WOS:000269024900025,R01-135257,Dana-Farber/Harvard Cancer Center Specialized Programs of Research Excellence in Lung Cancer,USA,7,,
19671850,WOS:000269024900025,R01-136851,Dana-Farber/Harvard Cancer Center Specialized Programs of Research Excellence in Lung Cancer,USA,7,,
18794884,WOS:000259280700011,1P50CA127003-01,Dana-Farber/Harvard Cancer Center SPORE,USA,7,,
19920105,WOS:000272363700018,U19 A1067751,Dana-Farber/Harvard Center for Medical Counter Measures Against Radiation,USA,7,,
19850869,WOS:000271907400051,P50 CA127003,DanaFarber/Harvard Cancer Center GI Cancer SPORE,USA,7,,
19767090,WOS:000270852500030,32118-32119,Department of Health and Human Services,USA,7,,
19767090,WOS:000270852500030,32115,Department of Health and Human Services,USA,7,,
19767090,WOS:000270852500030,32122,Department of Health and Human Services,USA,7,,
19767090,WOS:000270852500030,32105-6,Department of Health and Human Services,USA,7,,
19767090,WOS:000270852500030,24152,Department of Health and Human Services,USA,7,,
19767090,WOS:000270852500030,32111-13,Department of Health and Human Services,USA,7,,
